,CIS Control,CIS Sub-Control,Asset Type,Security Function,Title,Description,IG1,IG2,IG3,Relationship,Control Identifier,Control or Control Enhancement Name,Control Text,Moderate Baseline
,4,4.4,Devices,Protect,Implement and Manage a Firewall on Servers,"Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.",x,x,x,Subset,CA-9,Internal System Connections,"b. Document, for each internal connection, the interface characteristics, security and privacy requirements, and the nature of the information communicated;",
,4,4.4,Devices,Protect,Implement and Manage a Firewall on Servers,"Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.",x,x,x,Subset,SC-7,Boundary Protection,"a. Monitor and control communications at the external managed interfaces to the system and at key internal managed interfaces within the system;
b. Implement subnetworks for publicly accessible system components that are [Selection: physically; logically] separated from internal organizational networks; and
c. Connect to external networks or systems only through managed interfaces consisting of boundary protection devices arranged in accordance with an organizational security and privacy architecture.",
,4,4.4,Devices,Protect,Implement and Manage a Firewall on Servers,"Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.",x,x,x,Subset,SC-7(5),Boundary Protection | Deny by Default — Allow by Exception,Deny network communications traffic by default and allow network communications traffic by exception [Selection (one or more): at managed interfaces; for [Assignment: organization-defined systems]].,x
,4,4.5,Devices,Protect,Implement and Manage a Firewall on End-User Devices,"Implement and manage a host-based firewall or port-filtering tool on end-user devices, with a default-deny rule that drops all traffic except those services and ports that are explicitly allowed.",x,x,x,Subset,SC-7,Boundary Protection,"a. Monitor and control communications at the external managed interfaces to the system and at key internal managed interfaces within the system;
b. Implement subnetworks for publicly accessible system components that are [Selection: physically; logically] separated from internal organizational networks; and
c. Connect to external networks or systems only through managed interfaces consisting of boundary protection devices arranged in accordance with an organizational security and privacy architecture.",
,4,4.5,Devices,Protect,Implement and Manage a Firewall on End-User Devices,"Implement and manage a host-based firewall or port-filtering tool on end-user devices, with a default-deny rule that drops all traffic except those services and ports that are explicitly allowed.",x,x,x,Subset,SC-7(5),Boundary Protection | Deny by Default — Allow by Exception,Deny network communications traffic by default and allow network communications traffic by exception [Selection (one or more): at managed interfaces; for [Assignment: organization-defined systems]].,x
,4,4.6,Devices,Protect,Securely Manage Enterprise Assets and Software,"Securely manage enterprise assets and software. Example implementations include managing configuration through version-controlled Infrastructure-as-Code (IaC) and accessing administrative interfaces over secure network protocols, such as Secure Shell (SSH) and Hypertext Transfer Protocol Secure (HTTPS). Do not use insecure management protocols, such as Telnet (Teletype Network) and HTTP, unless operationally essential.",x,x,x,Superset,MA-4,Nonlocal Maintenance,"a. Approve and monitor nonlocal maintenance and diagnostic activities;
b. Allow the use of nonlocal maintenance and diagnostic tools only as consistent with organizational policy and documented in the security plan for the system;
c. Employ strong authentication in the establishment of nonlocal maintenance and diagnostic sessions;
d. Maintain records for nonlocal maintenance and diagnostic activities; and
e. Terminate session and network connections when nonlocal maintenance is completed.",
,4,4.7,Users,Protect,Manage Default Accounts on Enterprise Assets and Software,"Manage default accounts on enterprise assets and software, such as root, administrator, and other pre-configured vendor accounts. Example implementations can include: disabling default accounts or making them unusable.",x,x,x,Subset,IA-5,Authenticator Management,e. Changing default authenticators prior to first use;,
,4,4.8,Devices,Protect,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,"Uninstall or disable unnecessary services on enterprise assets and software, such as an unused file sharing service, web application module, or service function.",,x,x,Subset,CM-6,Configuration Settings,"a. Establish and document configuration settings for components employed within the system that reflect the most restrictive mode consistent with operational requirements using [Assignment: organization-defined common secure configurations];
b. Implement the configuration settings;
c. Identify, document, and approve any deviations from established configuration settings for [Assignment: organization-defined system components] based on [Assignment: organization-defined operational requirements]; and
d. Monitor and control changes to the configuration settings in accordance with organizational policies and procedures.",
,4,4.8,Devices,Protect,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,"Uninstall or disable unnecessary services on enterprise assets and software, such as an unused file sharing service, web application module, or service function.",,x,x,Subset,CM-7,Least Functionality,"a. Configure the system to provide only [Assignment: organization-defined mission essential capabilities]; and
b. Prohibit or restrict the use of the following functions, ports, protocols, software, and/or services: [Assignment: organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services].",
,4,4.9,Devices,Protect,Configure Trusted DNS Servers on Enterprise Assets,Configure trusted DNS servers on network infrastructure. Example implementations include configuring network devices to use enterprise-controlled DNS servers and/or reputable externally accessible DNS servers.,,x,x,Subset,SC-20,Secure Name/address Resolution Service (authoritative Source),"a. Provide additional data origin authentication and integrity verification artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries; and
b. Provide the means to indicate the security status of child zones and (if the child supports secure resolution services) to enable verification of a chain of trust among parent and child domains, when operating as part of a distributed, hierarchical namespace.",
,4,4.9,Devices,Protect,Configure Trusted DNS Servers on Enterprise Assets,Configure trusted DNS servers on network infrastructure. Example implementations include configuring network devices to use enterprise-controlled DNS servers and/or reputable externally accessible DNS servers.,,x,x,Subset,SC-21,Secure Name/address Resolution Service (recursive or Caching Resolver),Request and perform data origin authentication and data integrity verification on the name/address resolution responses the system receives from authoritative sources.,
,4,4.9,Devices,Protect,Configure Trusted DNS Servers on Enterprise Assets,Configure trusted DNS servers on network infrastructure. Example implementations include configuring network devices to use enterprise-controlled DNS servers and/or reputable externally accessible DNS servers.,,x,x,Subset,SC-22,Architecture and Provisioning for Name/address Resolution Service,Ensure the systems that collectively provide name/address resolution service for an organization are fault-tolerant and implement internal and external role separation.,
,4 ,4.10,Devices,Protect,Enforce Automatic Device Lockout on Portable End-User Devices,"Enforce automatic device lockout following a predetermined threshold of local failed authentication attempts on portable end-user devices, where supported. For laptops, do not allow more than 20 failed authentication attempts; for tablets and smartphones, no more than 10 failed authentication attempts. Example implementations include Microsoft® InTune Device Lock and Apple® Configuration Profile maxFailedAttempts.",,x,x,Subset,AC-7,Unsuccessful Logon Attempts,a. Enforce a limit of [Assignment: organization-defined number] consecutive invalid logon attempts by a user during a [Assignment: organization-defined time period],
,4 ,4.10,Devices,Protect,Enforce Automatic Device Lockout on Portable End-User Devices,"Enforce automatic device lockout following a predetermined threshold of local failed authentication attempts on portable end-user devices, where supported. For laptops, do not allow more than 20 failed authentication attempts; for tablets and smartphones, no more than 10 failed authentication attempts. Example implementations include Microsoft® InTune Device Lock and Apple® Configuration Profile maxFailedAttempts.",,x,x,Subset,AC-19,Access Control for Mobile Devices,"a. Establish configuration requirements, connection requirements, and implementation guidance for organization-controlled mobile devices, to include when such devices are outside of controlled areas; and
b. Authorize the connection of mobile devices to organizational systems.",
,4,4.11,Data,Protect,Enforce Remote Wipe Capability on Portable End-User Devices,"Remotely wipe enterprise data from enterprise-owned portable end-user devices when deemed appropriate such as lost or stolen devices, or when an individual no longer supports the enterprise.",,x,x,Subset,AC-19,Access Control for Mobile Devices,"a. Establish configuration requirements, connection requirements, and implementation guidance for organization-controlled mobile devices, to include when such devices are outside of controlled areas; and
b. Authorize the connection of mobile devices to organizational systems.",
,4,4.11,Data,Protect,Enforce Remote Wipe Capability on Portable End-User Devices,"Remotely wipe enterprise data from enterprise-owned portable end-user devices when deemed appropriate such as lost or stolen devices, or when an individual no longer supports the enterprise.",,x,x,Subset,AC-20,Use of External Systems,"a. [Selection (one or more): Establish [Assignment: organization-defined terms and conditions]; Identify [Assignment: organization-defined controls asserted to be implemented on external systems]], consistent with the trust relationships established with other organizations owning, operating, and/or maintaining external systems, allowing authorized individuals to:
1. Access the system from external systems; and
2. Process, store, or transmit organization-controlled information using external systems; or
b. Prohibit the use of [Assignment: organizationally-defined types of external systems].",
,4,4.12,Data,Protect,Separate Enterprise Workspaces on Mobile End-User Devices,"Ensure separate enterprise workspaces are used on mobile end-user devices, where supported. Example implementations include using an Apple® Configuration Profile or Android™ Work Profile to separate enterprise applications and data from personal applications and data.",,,x,Equivalent,AC-19(5),Access Control for Mobile Devices | Full Device or Container-based Encryption,Employ [Selection: full-device encryption; container-based encryption] to protect the confidentiality and integrity of information on [Assignment: organization-defined mobile devices].,x
,4,4.12,Data,Protect,Separate Enterprise Workspaces on Mobile End-User Devices,"Ensure separate enterprise workspaces are used on mobile end-user devices, where supported. Example implementations include using an Apple® Configuration Profile or Android™ Work Profile to separate enterprise applications and data from personal applications and data.",,,x,Subset,SC-39,Process Isolation,Maintain a separate execution domain for each executing system process.,x
,5,,,,Account Management,,,,,,,,,
,,,,,"Use processes and tools to assign and manage authorization to credentials for user accounts, including administrator accounts, as well as service accounts, to enterprise assets and software.",,,,,,,,,
,5,5.1,Users,Identify,Establish and Maintain an Inventory of Accounts,"Establish and maintain an inventory of all accounts managed in the enterprise. The inventory must at a minimum include user, administrator accounts, and service accounts. The inventory, at a minimum, should contain the person’s name, username, start/stop dates, and department. Validate that all active accounts are authorized, on a recurring schedule at a minimum quarterly, or more frequently.",x,x,x,Subset,AC-2,Account Management,"a. Define and document the types of accounts allowed and specifically prohibited for use within the system;
b. Assign account managers;
c. Require [Assignment: organization-defined prerequisites and criteria] for group and role membership;
d. Specify:
1. Authorized users of the system;
2. Group and role membership; and
3. Access authorizations (i.e., privileges) and [Assignment: organization-defined attributes (as required)] for each account;
e. Require approvals by [Assignment: organization-defined personnel or roles] for requests to create accounts;
f. Create, enable, modify, disable, and remove accounts in accordance with [Assignment: organization-defined policy, procedures, prerequisites, and criteria];
g. Monitor the use of accounts;
h. Notify account managers and [Assignment: organization-defined personnel or roles] within:
1. [Assignment: organization-defined time period] when accounts are no longer required;
2. [Assignment: organization-defined time period] when users are terminated or transferred; and
3. [Assignment: organization-defined time period] when system usage or need-to-know changes for an individual;
i. Authorize access to the system based on:
1. A valid access authorization;
2. Intended system usage; and
3. [Assignment: organization-defined attributes (as required)];
j. Review accounts for compliance with account management requirements [Assignment: organization-defined frequency];
k. Establish and implement a process for changing shared or group account authenticators (if deployed) when individuals are removed from the group; and
l. Align account management processes with personnel termination and transfer processes.",
,5,5.2,Users,Protect,Use Unique Passwords,"Use unique passwords for all enterprise assets. Best practice implementation includes, at a minimum, an 8-character password for accounts using Multi-Factor Authentication (MFA) and a 14-character password for accounts not using MFA. ",x,x,x,Subset,IA-5(1),Authenticator Management | Password-based Authentication,"(f) Allow user selection of long passwords and passphrases, including spaces and all printable characters;
(g) Employ automated tools to assist the user in selecting strong password authenticators; and
(h) Enforce the following composition and complexity rules: [Assignment: organization-defined composition and complexity rules].",
,5,5.3,Users,Protect,Disable Dormant Accounts,"Delete or disable any dormant accounts after a period of 45 days of inactivity, where supported.",x,x,x,Subset,AC-2(3),Account Management | Disable Accounts,"Disable accounts within [Assignment: organization-defined time period] when the accounts: 
(a) Have expired;
(b) Are no longer associated with a user or individual;
(c) Are in violation of organizational policy; or
(d) Have been inactive for [Assignment: organization-defined time period].",x
,5,5.4,Users,Protect,Restrict Administrator Privileges to Dedicated Administrator Accounts,"Restrict administrator privileges to dedicated administrator accounts on enterprise assets. Conduct general computing activities, such as internet browsing, email, and productivity suite use, from the user’s primary, non-privileged account.",x,x,x,Superset,AC-6(2),Least Privilege | Non-privileged Access for Nonsecurity Functions,"Require that users of system accounts (or roles) with access to [Assignment: organization-defined security functions or security-relevant information] use non-privileged accounts or roles, when accessing nonsecurity functions.",x
,5,5.4,Users,Protect,Restrict Administrator Privileges to Dedicated Administrator Accounts,"Restrict administrator privileges to dedicated administrator accounts on enterprise assets. Conduct general computing activities, such as internet browsing, email, and productivity suite use, from the user’s primary, non-privileged account.",x,x,x,Superset,AC-6(5),Least Privilege | Privileged Accounts,Restrict privileged accounts on the system to [Assignment: organization-defined personnel or roles].,x
,5,5.5,Users,Identify,Establish and Maintain an Inventory of Service Accounts,"Establish and maintain an inventory of service accounts. The inventory, at a minimum, must contain department owner, review date, and purpose. Perform service account reviews to validate that all active accounts are authorized, on a recurring schedule at a minimum quarterly, or more frequently.",,x,x,Subset,AC-2,Account Management,"a. Define and document the types of accounts allowed and specifically prohibited for use within the system;
b. Assign account managers;
c. Require [Assignment: organization-defined prerequisites and criteria] for group and role membership;
d. Specify:
1. Authorized users of the system;
2. Group and role membership; and
3. Access authorizations (i.e., privileges) and [Assignment: organization-defined attributes (as required)] for each account;
e. Require approvals by [Assignment: organization-defined personnel or roles] for requests to create accounts;
f. Create, enable, modify, disable, and remove accounts in accordance with [Assignment: organization-defined policy, procedures, prerequisites, and criteria];
g. Monitor the use of accounts;
h. Notify account managers and [Assignment: organization-defined personnel or roles] within:
1. [Assignment: organization-defined time period] when accounts are no longer required;
2. [Assignment: organization-defined time period] when users are terminated or transferred; and
3. [Assignment: organization-defined time period] when system usage or need-to-know changes for an individual;
i. Authorize access to the system based on:
1. A valid access authorization;
2. Intended system usage; and
3. [Assignment: organization-defined attributes (as required)];
j. Review accounts for compliance with account management requirements [Assignment: organization-defined frequency];
k. Establish and implement a process for changing shared or group account authenticators (if deployed) when individuals are removed from the group; and
l. Align account management processes with personnel termination and transfer processes.",
,5,5.6,Users,Protect,Centralize Account Management,Centralize account management through a directory or identity service.,,x,x,Subset,AC-2(1),Account Management | Automated System Account Management,Support the management of system accounts using [Assignment: organization-defined automated mechanisms].,x
,6,,,,Access Control Management,,,,,,,,,
,,,,,"Use processes and tools to create, assign, manage, and revoke access credentials and privileges for user, administrator, and service accounts for enterprise assets and software.",,,,,,,,,
,6,6.1,Documentation,Govern,Establish an Access Granting Process,"Establish and follow a documented process, preferably automated, for granting access to enterprise assets upon new hire or role change of a user.",x,x,x,Subset,IA-4,Identifier Management,"Manage system identifiers by:
a. Receiving authorization from [Assignment: organization-defined personnel or roles] to assign an individual, group, role, service, or device identifier;
b. Selecting an identifier that identifies an individual, group, role, service, or device;",
,6,6.1,Documentation,Govern,Establish an Access Granting Process,"Establish and follow a documented process, preferably automated, for granting access to enterprise assets upon new hire or role change of a user.",x,x,x,Subset,IA-5,Authenticator Management,"d. Establishing and implementing administrative procedures for initial authenticator distribution, for lost or compromised or damaged authenticators, and for revoking authenticators;
f. Changing or refreshing authenticators [Assignment: organization-defined time period by authenticator type] or when [Assignment: organization-defined events] occur;",
,6,6.1,Documentation,Govern,Establish an Access Granting Process,"Establish and follow a documented process, preferably automated, for granting access to enterprise assets upon new hire or role change of a user.",x,x,x,Subset,AC-1,Policy and Procedures,"3. Access authorizations (i.e., privileges) and [Assignment: organization-defined attributes (as required)] for each account;
e. Require approvals by [Assignment: organization-defined personnel or roles] for requests to create accounts;
f. Create, enable, modify, disable, and remove accounts in accordance with [Assignment: organization-defined policy, procedures, prerequisites, and criteria];",
,6,6.1,Documentation,Govern,Establish an Access Granting Process,"Establish and follow a documented process, preferably automated, for granting access to enterprise assets upon new hire or role change of a user.",x,x,x,Subset,AC-2,Account Management,"f. Create, enable, modify, disable, and remove accounts in accordance with [Assignment: organization-defined policy, procedures, prerequisites, and criteria];",
,6,6.1,Documentation,Govern,Establish an Access Granting Process,"Establish and follow a documented process, preferably automated, for granting access to enterprise assets upon new hire or role change of a user.",x,x,x,Subset,AC-2(1),Account Management | Automated System Account Management,Support the management of system accounts using [Assignment: organization-defined automated mechanisms].,x
,6,6.2,Documentation,Govern,Establish an Access Revoking Process,"Establish and follow a process, preferably automated, for revoking access to enterprise assets, through disabling accounts immediately upon termination, rights revocation, or role change of a user. Disabling accounts, instead of deleting accounts, may be necessary to preserve audit trails.",x,x,x,Subset,AC-1,Policy and Procedures,"a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:
1. [Selection (one or more): Organization-level; Mission/business process-level; System-level] access control policy that:
(a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and
(b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and
2. Procedures to facilitate the implementation of the access control policy and the associated access controls;
b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the access control policy and procedures; and
c. Review and update the current access control:
1. Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and
2. Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].",
,6,6.2,Documentation,Govern,Establish an Access Revoking Process,"Establish and follow a process, preferably automated, for revoking access to enterprise assets, through disabling accounts immediately upon termination, rights revocation, or role change of a user. Disabling accounts, instead of deleting accounts, may be necessary to preserve audit trails.",x,x,x,Subset,AC-2,Account Management,"k. Establish and implement a process for changing shared or group account authenticators (if deployed) when individuals are removed from the group; and
l. Align account management processes with personnel termination and transfer processes.",
,6,6.2,Documentation,Govern,Establish an Access Revoking Process,"Establish and follow a process, preferably automated, for revoking access to enterprise assets, through disabling accounts immediately upon termination, rights revocation, or role change of a user. Disabling accounts, instead of deleting accounts, may be necessary to preserve audit trails.",x,x,x,Subset,AC-2(1),Account Management | Automated System Account Management,Support the management of system accounts using [Assignment: organization-defined automated mechanisms].,x
,6,6.3,Users,Protect,Require MFA for Externally-Exposed Applications,"Require all externally-exposed enterprise or third-party applications to enforce MFA, where supported. Enforcing MFA through a directory service or SSO provider is a satisfactory implementation of this Safeguard.",x,x,x,Subset,IA-2(1),Identification and Authentication (organizational Users) | Multi-factor Authentication to Privileged Accounts,Implement multi-factor authentication for access to privileged accounts.,
,6,6.3,Users,Protect,Require MFA for Externally-Exposed Applications,"Require all externally-exposed enterprise or third-party applications to enforce MFA, where supported. Enforcing MFA through a directory service or SSO provider is a satisfactory implementation of this Safeguard.",x,x,x,Subset,IA-2(2),Identification and Authentication (organizational Users) | Multi-factor Authentication to Non-privileged Accounts,Implement multi-factor authentication for access to non-privileged accounts.,
,6,6.4,Users,Protect,Require MFA for Remote Network Access,Require MFA for remote network access.,x,x,x,Subset,AC-19,Access Control for Mobile Devices,"a. Establish configuration requirements, connection requirements, and implementation guidance for organization-controlled mobile devices, to include when such devices are outside of controlled areas; and
b. Authorize the connection of mobile devices to organizational systems.",
,6,6.4,Users,Protect,Require MFA for Remote Network Access,Require MFA for remote network access.,x,x,x,Subset,IA-2(1),Identification and Authentication (organizational Users) | Multi-factor Authentication to Privileged Accounts,Implement multi-factor authentication for access to privileged accounts.,
,6,6.4,Users,Protect,Require MFA for Remote Network Access,Require MFA for remote network access.,x,x,x,Subset,IA-2(2),Identification and Authentication (organizational Users) | Multi-factor Authentication to Non-privileged Accounts,Implement multi-factor authentication for access to non-privileged accounts.,
,6,6.5,Users,Protect,Require MFA for Administrative Access,"Require MFA for all administrative access accounts, where supported, on all enterprise assets, whether managed on-site or through a service provider.",x,x,x,Equivalent,IA-2(1),Identification and Authentication (organizational Users) | Multi-factor Authentication to Privileged Accounts,Implement multi-factor authentication for access to privileged accounts.,
,6,6.6,Software,Identify,Establish and Maintain an Inventory of Authentication and Authorization Systems,"Establish and maintain an inventory of the enterprise’s authentication and authorization systems, including those hosted on-site or at a remote service provider. Review and update the inventory, at a minimum, annually, or more frequently.",,x,x,Subset,CM-8,System Component Inventory,"a. Develop and document an inventory of system components that:
1. Accurately reflects the system;
2. Includes all components within the system;
3. Does not include duplicate accounting of components or components assigned to any other system;
4. Is at the level of granularity deemed necessary for tracking and reporting; and
5. Includes the following information to achieve system component accountability: [Assignment: organization-defined information deemed necessary to achieve effective system component accountability]; and
b. Review and update the system component inventory [Assignment: organization-defined frequency].",
,6,6.6,Software,Identify,Establish and Maintain an Inventory of Authentication and Authorization Systems,"Establish and maintain an inventory of the enterprise’s authentication and authorization systems, including those hosted on-site or at a remote service provider. Review and update the inventory, at a minimum, annually, or more frequently.",,x,x,Subset,IA-8(2),Identification and Authentication (non-organizational Users) | Acceptance of External Authenticators,"(a) Accept only external authenticators that are NIST-compliant; and
(b) Document and maintain a list of accepted external authenticators.",
,6,6.7,Users,Protect,Centralize Access Control,"Centralize access control for all enterprise assets through a directory service or SSO provider, where supported.",,x,x,Subset,AC-2(1),Account Management | Automated System Account Management,Support the management of system accounts using [Assignment: organization-defined automated mechanisms].,x
,6,6.7,Users,Protect,Centralize Access Control,"Centralize access control for all enterprise assets through a directory service or SSO provider, where supported.",,x,x,Subset,AC-3,Access Enforcement,Enforce approved authorizations for logical access to information and system resources in accordance with applicable access control policies.,
,6,6.8,Users,Govern,Define and Maintain Role-Based Access Control,"Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.",,,x,Subset,AC-2,Account Management,"2. Group and role membership; and
3. Access authorizations (i.e., privileges) and [Assignment: organization-defined attributes (as required)] for each account;
e. Require approvals by [Assignment: organization-defined personnel or roles] for requests to create accounts;
f. Create, enable, modify, disable, and remove accounts in accordance with [Assignment: organization-defined policy, procedures, prerequisites, and criteria];",
,6,6.8,Users,Govern,Define and Maintain Role-Based Access Control,"Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.",,,x,Subset,AC-5,Separation of Duties,"a. Identify and document [Assignment: organization-defined duties of individuals requiring separation]; and
b. Define system access authorizations to support separation of duties.",x
,6,6.8,Users,Govern,Define and Maintain Role-Based Access Control,"Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.",,,x,Subset,AC-6,Least Privilege,"Employ the principle of least privilege, allowing only authorized accesses for users (or processes acting on behalf of users) that are necessary to accomplish assigned organizational tasks.",x
,6,6.8,Users,Govern,Define and Maintain Role-Based Access Control,"Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.",,,x,Superset,AC-6(1),Least Privilege | Authorize Access to Security Functions,"Authorize access for [Assignment: organization-defined individuals or roles] to:
(a) [Assignment: organization-defined security functions (deployed in hardware, software, and firmware)]; and
(b) [Assignment: organization-defined security-relevant information].",x
,6,6.8,Users,Govern,Define and Maintain Role-Based Access Control,"Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.",,,x,Subset,AC-6(7),Least Privilege | Review of User Privileges,"(a) Review [Assignment: organization-defined frequency] the privileges assigned to [Assignment: organization-defined roles or classes of users] to validate the need for such privileges; and
(b) Reassign or remove privileges, if necessary, to correctly reflect organizational mission and business needs.",x
,6,6.8,Users,Govern,Define and Maintain Role-Based Access Control,"Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.",,,x,Superset,AU-9(4),Protection of Audit Information | Access by Subset of Privileged Users,Authorize access to management of audit logging functionality to only [Assignment: organization-defined subset of privileged users or roles].,x
,7,,,,Continuous Vulnerability Management,,,,,,,,,
,,,,,"Develop a plan to continuously assess and track vulnerabilities on all enterprise assets within the enterprise’s infrastructure, in order to remediate, and minimize, the window of opportunity for attackers. Monitor public and private industry sources for new threat and vulnerability information.",,,,,,,,,
,7,7.1,Documentation,Govern,Establish and Maintain a Vulnerability Management Process,"Establish and maintain a documented vulnerability management process for enterprise assets. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",x,x,x,Superset,RA-5,Vulnerability Monitoring and Scanning,"a. Monitor and scan for vulnerabilities in the system and hosted applications [Assignment: organization-defined frequency and/or randomly in accordance with organization-defined process] and when new vulnerabilities potentially affecting the system are identified and reported;
b. Employ vulnerability monitoring tools and techniques that facilitate interoperability among tools and automate parts of the vulnerability management process by using standards for:
1. Enumerating platforms, software flaws, and improper configurations;
2. Formatting checklists and test procedures; and
3. Measuring vulnerability impact; ",
,7,7.2,Documentation,Govern,Establish and Maintain a Remediation Process,"Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.",x,x,x,Superset,RA-5,Vulnerability Monitoring and Scanning,"c. Analyze vulnerability scan reports and results from vulnerability monitoring;
d. Remediate legitimate vulnerabilities [Assignment: organization-defined response times] in accordance with an organizational assessment of risk;
e. Share information obtained from the vulnerability monitoring process and control assessments with [Assignment: organization-defined personnel or roles] to help eliminate similar vulnerabilities in other systems; and
f. Employ vulnerability monitoring tools that include the capability to readily update the vulnerabilities to be scanned.",
,7,7.3,Software,Protect,Perform Automated Operating System Patch Management,"Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.",x,x,x,Subset,RA-5,Vulnerability Monitoring and Scanning,"a. Monitor and scan for vulnerabilities in the system and hosted applications [Assignment: organization-defined frequency and/or randomly in accordance with organization-defined process] and when new vulnerabilities potentially affecting the system are identified and reported;
b. Employ vulnerability monitoring tools and techniques that facilitate interoperability among tools and automate parts of the vulnerability management process by using standards for:
1. Enumerating platforms, software flaws, and improper configurations;
2. Formatting checklists and test procedures; and
3. Measuring vulnerability impact; 
c. Analyze vulnerability scan reports and results from vulnerability monitoring;
d. Remediate legitimate vulnerabilities [Assignment: organization-defined response times] in accordance with an organizational assessment of risk;
e. Share information obtained from the vulnerability monitoring process and control assessments with [Assignment: organization-defined personnel or roles] to help eliminate similar vulnerabilities in other systems; and
f. Employ vulnerability monitoring tools that include the capability to readily update the vulnerabilities to be scanned.",
,7,7.3,Software,Protect,Perform Automated Operating System Patch Management,"Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.",x,x,x,Subset,RA-7,Risk Response,"Respond to findings from security and privacy assessments, monitoring, and audits in accordance with organizational risk tolerance.",
,7,7.3,Software,Protect,Perform Automated Operating System Patch Management,"Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.",x,x,x,Subset,SI-2,Flaw Remediation,c. Install security-relevant software and firmware updates within [Assignment: organization-defined time period] of the release of the updates; and,
,7,7.3,Software,Protect,Perform Automated Operating System Patch Management,"Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.",x,x,x,Subset,SI-2(2),Flaw Remediation | Automated Flaw Remediation Status,Determine if system components have applicable security-relevant software and firmware updates installed using [Assignment: organization-defined automated mechanisms] [Assignment: organization-defined frequency].,x
,7,7.4,Software,Protect,Perform Automated Application Patch Management,"Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.",x,x,x,Subset,RA-5,Vulnerability Monitoring and Scanning,"a. Monitor and scan for vulnerabilities in the system and hosted applications [Assignment: organization-defined frequency and/or randomly in accordance with organization-defined process] and when new vulnerabilities potentially affecting the system are identified and reported;
b. Employ vulnerability monitoring tools and techniques that facilitate interoperability among tools and automate parts of the vulnerability management process by using standards for:
1. Enumerating platforms, software flaws, and improper configurations;
2. Formatting checklists and test procedures; and
3. Measuring vulnerability impact; 
c. Analyze vulnerability scan reports and results from vulnerability monitoring;
d. Remediate legitimate vulnerabilities [Assignment: organization-defined response times] in accordance with an organizational assessment of risk;
e. Share information obtained from the vulnerability monitoring process and control assessments with [Assignment: organization-defined personnel or roles] to help eliminate similar vulnerabilities in other systems; and
f. Employ vulnerability monitoring tools that include the capability to readily update the vulnerabilities to be scanned.",
,7,7.4,Software,Protect,Perform Automated Application Patch Management,"Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.",x,x,x,Subset,RA-7,Risk Response,"Respond to findings from security and privacy assessments, monitoring, and audits in accordance with organizational risk tolerance.",
,7,7.4,Software,Protect,Perform Automated Application Patch Management,"Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.",x,x,x,Subset,SI-2,Flaw Remediation,c. Install security-relevant software and firmware updates within [Assignment: organization-defined time period] of the release of the updates; and,
